100	(1790228.3677156924, 1339128.2169114158, 524848.7605465789, 3260.4211004374256)
100	(1781166.8470574494, 1331388.9062191257, 551243.1643166343, 4666.516884657891)
100	(1777329.252284239, 1326808.4481036684, 557529.83591384, 5256.884733468756)
100	(1774945.1465313819, 1325781.4627123598, 560496.6362446477, 5390.606400707411)
100	(1772143.7023469384, 1324312.9362445478, 563991.3632579407, 5503.157617737764)
100	(1767418.6637824231, 1323527.9905610275, 564832.7100269198, 5560.828844167279)
100	(1761379.2490080833, 1320075.7995281483, 569285.2626097564, 5837.891206731121)
100	(1760050.4818178595, 1319280.0443256286, 572632.8045522675, 5820.370834144939)
