1000    1       1577.4250478744507
1000    2       218.49403882026672
1000    3       74.9876778125763
1000    4       38.499125957489014
1000    5       24.42723512649536
1000    6       17.978206157684326
1000    7       14.673409700393677
1000    8       12.825401782989502
1000    9       11.717584609985352
1000    10      11.076935052871704
1000    11      10.770129919052124
1000    12      10.850483655929565
1000    13      11.109314203262329
1000    14      11.674220561981201
1000    15      12.216941595077515
1000    16      13.12176775932312
1000    17      14.171773672103882
1000    18      15.072768211364746
1000    19      16.59198021888733
1000    20      17.80345845222473
1000    21      19.827711582183838
1000    22      21.135146379470825
1000    23      23.479553699493408
1000    24      25.466650247573853
1250    1       3412.35467338562
1250    2       416.19596552848816
1250    3       139.55629348754883
1250    4       70.90073680877686
1250    5       41.70383667945862
1250    6       29.01442313194275
1250    7       22.257937908172607
1250    8       18.587808847427368
1250    9       16.147939920425415
1250    10      14.516511917114258
1250    11      13.321277618408203
1250    12      12.977091789245605
1250    13      12.799593925476074
1250    14      13.215186595916748
1250    15      13.48334813117981
1250    16      14.212876558303833
1250    17      14.986996173858643
1250    18      16.073694705963135
1250    19      16.986937999725342
1250    20      18.774451971054077
1250    21      19.986181259155273
1250    22      21.848775148391724
1250    23      23.467981338500977
1250    24      25.8981454372406
1500    1       5732.115479469299
1500    2       718.304824590683
1500    3       237.9186134338379
1500    4       119.97255778312683
1500    5       67.15004062652588
1500    6       45.509934186935425
1500    7       33.69478440284729
1500    8       27.211242198944092
1500    9       22.860788583755493
1500    10      19.553455114364624
1500    11      17.381393432617188
1500    12      16.33120369911194
1500    13      15.608032941818237
1500    14      15.529402732849121
1500    15      15.50918173789978
1500    16      16.036895036697388
1500    17      16.62148880958557
1500    18      17.626299381256104
1500    19      18.419430255889893
1500    20      19.734784364700317
1500    21      21.266130924224854
1500    22      23.1463782787323
1500    23      24.954021692276
1500    24      27.28762650489807
1750    1       9389.947055101395
1750    2       1131.6129891872406
1750    3       372.09866738319397
1750    4       186.28233647346497
1750    5       103.0221426486969
1750    6       68.17353343963623
1750    7       49.35986137390137
1750    8       38.70900225639343
1750    9       31.753704071044922
1750    10      26.568310499191284
1750    11      22.613823652267456
1750    12      20.760297060012817
1750    13      19.28895139694214
1750    14      18.859832525253296
1750    15      18.346598386764526
1750    16      18.666480541229248
1750    17      18.875983238220215
1750    18      19.73106837272644
1750    19      20.423072338104248
1750    20      21.671289920806885
1750    21      23.025094270706177
1750    22      24.78543710708618
1750    23      26.107638359069824
1750    24      28.360507488250732
2000    1       13319.671050786972
2000    2       1685.8124315738678
2000    3       549.1054787635803
2000    4       268.44998598098755
2000    5       150.74105024337769
2000    6       98.9892098903656
2000    7       70.54618906974792
2000    8       54.816715478897095
2000    9       43.96880292892456
2000    10      36.30522799491882
2000    11      30.116370916366577
2000    12      26.874780893325806
2000    13      24.498424768447876
2000    14      23.324092626571655
2000    15      22.373555183410645
2000    16      22.164490938186646
2000    17      21.973422527313232
2000    18      22.501811265945435
2000    19      22.813833475112915
2000    20      24.06843590736389
2000    21      25.08453607559204
2000    22      26.55917501449585
2000    23      27.8254976272583
2000    24      30.55976939201355
2250    1       18953.885324001312
2250    2       2391.26184797287
2250    3       784.7147452831268
2250    4       367.8328506946564
2250    5       210.57343745231628
2250    6       137.49497771263123
2250    7       97.61195063591003
2250    8       74.93960857391357
2250    9       59.91618204116821
2250    10      48.086698055267334
2250    11      39.048022747039795
2250    12      34.46232056617737
2250    13      31.120548009872437
2250    14      28.90513253211975
2250    15      27.09956169128418
2250    16      26.511523723602295
2250    17      25.790912866592407
2250    18      26.31278967857361
2250    19      26.153953552246094
2250    20      27.32191300392151
2250    21      27.957513570785522
2250    22      29.418249368667603
2250    23      30.674837827682495
2250    24      32.58716583251953
