LAMMPS data file via write_data, version 2 Aug 2023, timestep = 35, units = lj

1150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

970 1 4.454102881464226 -19.892871230790796 -19.486775900929597 0 0 0
798 1 1.0767904946688664 -17.577990163004433 -19.353432845162622 0 0 0
21 1 -17.542460882291614 -16.647048280401588 -18.939000713460313 0 0 0
108 1 -15.962880018556449 -15.956625778015924 -19.01607787253507 0 0 0
351 1 0.08258174245066575 -16.85282056903184 -19.28254048851464 0 0 0
402 1 -5.270160783673711 -15.592291204068946 -19.6382667867645 0 0 0
332 1 -3.0091537642335298 -14.847315472945251 -18.831153790853524 0 0 0
83 1 -13.23098782134754 -13.212313388107491 -19.35111392259184 0 0 0
810 1 2.7361576737538718 -13.397977218682867 -19.803114402947536 0 0 0
232 1 12.498850334667996 -11.822425234980148 -19.500924311345873 0 0 0
93 1 -13.218915682853625 -10.315881720891166 -19.024083017848472 0 0 0
5 1 4.954599934550005 -10.636553934273797 -19.926709222999996 0 0 0
569 1 18.851017634780618 -10.946612242118741 -19.71195328967271 0 0 0
989 1 -19.372158491300294 -7.4661738180129245 -18.588040232950274 0 0 0
17 1 -6.279303253409868 -8.125592043443662 -19.14850004220072 0 0 0
624 1 5.430406792348717 -8.55538707890962 -19.02589935069407 0 0 0
328 1 14.498882193200751 -8.296095416717106 -18.777990452306582 0 0 0
804 1 -18.67222766762624 -6.827749334113201 -19.89539805481811 0 0 0
229 1 -16.333262608514147 -6.0581508245766535 -18.81976539233466 0 0 0
370 1 -17.208398322956572 -6.341374329681458 -19.48248171981005 0 0 0
499 1 15.739887309195229 -6.808779068177327 -19.67647296818824 0 0 0
734 1 -13.66835470947826 -4.0376022011216754 -19.980194251975135 0 0 0
1125 2 -2.0226327863950484 -3.67589549420631 -19.532607368434437 0 0 0
961 1 11.057235441910857 -3.6796465292934184 -19.0237654233308 0 0 0
1066 2 -4.042251284484928 -2.147250190883264 -19.93639114261945 0 0 0
657 1 -13.500438963983951 1.9544274751159418 -19.58418849629027 0 0 0
286 1 -11.9601547855339 1.8464243783557077 -19.49871020575512 0 0 0
455 1 14.903428868811313 1.928998111714142 -19.328736420408234 0 0 0
41 1 -15.981219312311016 5.571431475334007 -19.358412324162593 0 0 0
1102 2 -7.959361198593865 4.4318294791176855 -19.144234948365007 0 0 0
1097 2 -5.458320784807054 4.587075501628835 -19.38374223813601 0 0 0
1016 2 6.0428591866729375 4.915996605245903 -19.543231700912813 0 0 0
40 1 -16.591483129415476 6.468848003484762 -19.024082938859923 0 0 0
1041 2 5.138325394508772 7.2935354969111845 -19.109428880899916 0 0 0
172 1 -16.203391274436733 8.15263296574338 -19.338048981010104 0 0 0
969 1 -6.099331484222475 8.535744672890635 -19.73928272712011 0 0 0
664 1 -18.296522609096264 10.344508919093993 -19.83859678722853 0 0 0
613 1 -10.313921342750042 13.923992400022218 -19.459732826547572 0 0 0
593 1 -9.525944622944083 17.448722178791055 -19.326341058745207 0 0 0
313 1 6.2508633482506815 18.260294049168145 -19.237915631028784 0 0 0
178 1 17.181999477176927 17.865212912608502 -19.36657778889247 0 0 0
68 1 -14.666558129092007 19.15752435063828 -19.488238822430482 0 0 0
813 1 8.3191841786351 -19.471509679905843 -17.66319017748497 0 0 0
431 1 -8.47133993565633 -17.810298575931366 -17.68816567849748 0 0 0
967 1 -17.683299818411957 -15.816869974954331 -18.148552366739967 0 0 0
34 1 -16.74360565952461 -16.792450397417834 -18.17974526737062 0 0 0
30 1 2.1719611353110357 -15.84919882744979 -17.484692948630403 0 0 0
62 1 6.006098401735582 -15.504162030063645 -18.451239279681463 0 0 0
366 1 -5.502704510621549 -12.452970905418834 -17.35491853532679 0 0 0
511 1 -19.228319637118055 -10.368141043171352 -17.346512580917455 0 0 0
233 1 7.9654228078940905 -10.577831932739356 -17.37259542198665 0 0 0
43 1 -5.338278000283378 -8.562538778909465 -18.266231246786834 0 0 0
1099 2 -2.3016363028525575 -7.825605981965513 -17.265866151732133 0 0 0
54 1 12.109218488078593 -5.866059249673101 -17.17747661318498 0 0 0
1059 2 -0.2294777949061674 -3.7029081602176457 -17.60325852734171 0 0 0
800 1 11.199948096248717 -3.7628430463587725 -17.886631600034267 0 0 0
308 1 -16.681281475667507 -2.2977615437925625 -18.47826652157971 0 0 0
1147 2 -3.648417994737076 -2.264175396720092 -17.4176968310149 0 0 0
1078 2 -0.7917293259208621 -1.0390822289854813 -17.760128085904604 0 0 0
751 1 16.57634712596254 -1.3338539476198386 -18.083297646643267 0 0 0
874 1 11.902833578945907 2.1384640857365156 -17.365217975259792 0 0 0
975 1 -18.225514329143575 3.780670083957105 -18.277898932936555 0 0 0
91 1 12.336447830654954 4.025647087610824 -17.670255807897576 0 0 0
606 1 19.67531301066061 2.985770172898552 -18.160704094060094 0 0 0
1133 2 8.059426590745876 4.742434484808963 -17.942485141315537 0 0 0
806 1 -9.53849169869837 6.5700199765013645 -17.674254941602356 0 0 0
841 1 -5.916004546878861 9.711580606974465 -17.46473858014901 0 0 0
94 1 -17.76372618501656 12.537188297028916 -17.66954081280295 0 0 0
952 1 6.021962577496231 12.03041156036628 -17.865393259196438 0 0 0
240 1 -6.915395048873217 12.955413587836278 -18.363829235715713 0 0 0
644 1 5.339113961588589 13.58298083814636 -17.848564938875 0 0 0
714 1 -16.411315592197383 15.018841938590093 -18.323538116330067 0 0 0
705 1 17.67919957529716 14.307262019397346 -17.84723998878488 0 0 0
349 1 -6.73653024562473 19.13616178517051 -18.528876639217547 0 0 0
320 1 14.076581554667344 -19.57945855344603 -16.2730119963343 0 0 0
10 1 15.775297210302826 -19.894138592879525 -16.474226297303797 0 0 0
192 1 -19.6997984343605 -16.127821818836647 -16.36244922302861 0 0 0
442 1 -19.110415703054546 -17.073269790256056 -16.230423544514426 0 0 0
7 1 -16.285405184884407 -15.781620848604108 -16.245592226768125 0 0 0
466 1 -15.375252689072862 -16.94716055383563 -16.897460640154947 0 0 0
425 1 -10.341688195697719 -13.22194805404141 -16.581186575933426 0 0 0
112 1 9.606872195477358 -11.860046403290646 -16.04859823425543 0 0 0
310 1 15.947378890564377 -12.402986284533045 -16.990484146862517 0 0 0
450 1 -6.650156684399111 -11.35341845339842 -16.484796669521053 0 0 0
