testDomains/membranedata.71005000.gz	(1747395.2115727325, 365825.13420898456, 35142.004261626505, 79.84643048063371)
testDomains/membranedata.76005000.gz	(1790147.016749075, 369994.81811121403, 32155.964555106522, 75.37541915731155)
